retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,75.0,22500.0,9000.0,40.0,In-store
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Men's Apparel,45.0,125.0,56250.0,16875.0,30.0,In-store
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Apparel,35.0,225.0,78750.0,31500.0,40.0,In-store
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Men's Street Footwear,35.0,475.0,166250.0,58188.0,35.0,In-store
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,35.0,175.0,61250.0,21438.0,35.0,In-store
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Street Footwear,25.0,175.0,43750.0,17500.0,40.0,In-store
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,100.0,30000.0,12000.0,40.0,In-store
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Men's Apparel,45.0,100.0,45000.0,13500.0,30.0,In-store
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Apparel,35.0,250.0,87500.0,35000.0,40.0,In-store
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,520.0,260000.0,91000.0,35.0,In-store
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,225.0,101250.0,35438.0,35.0,In-store
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,250.0,100000.0,40000.0,40.0,In-store
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,200.0,80000.0,32000.0,40.0,In-store
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Men's Apparel,50.0,225.0,112500.0,33750.0,30.0,In-store
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Apparel,55.0,350.0,192500.0,77000.0,40.0,In-store
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,600.0,300000.0,105000.0,35.0,In-store
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,350.0,157500.0,55125.0,35.0,In-store
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,275.0,110000.0,44000.0,40.0,In-store
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,250.0,100000.0,40000.0,40.0,In-store
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Men's Apparel,50.0,250.0,125000.0,37500.0,30.0,In-store
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Women's Apparel,55.0,400.0,220000.0,88000.0,40.0,In-store
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,625.0,312500.0,109375.0,35.0,In-store
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,375.0,168750.0,59063.0,35.0,In-store
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,300.0,120000.0,48000.0,40.0,In-store
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,250.0,100000.0,40000.0,40.0,In-store
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Men's Apparel,50.0,275.0,137500.0,41250.0,30.0,In-store
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Women's Apparel,55.0,450.0,247500.0,99000.0,40.0,In-store
Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,600.0,300000.0,105000.0,35.0,In-store
Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,375.0,168750.0,59063.0,35.0,In-store
Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,300.0,120000.0,48000.0,40.0,In-store
Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,200.0,80000.0,32000.0,40.0,In-store
Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Men's Apparel,50.0,175.0,87500.0,26250.0,30.0,In-store
Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Women's Apparel,55.0,350.0,192500.0,77000.0,40.0,In-store
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,475.0,237500.0,83125.0,35.0,In-store
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,45.0,275.0,123750.0,43313.0,35.0,In-store
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Street Footwear,40.0,175.0,70000.0,28000.0,40.0,In-store
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,40.0,150.0,60000.0,24000.0,40.0,In-store
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Men's Apparel,50.0,150.0,75000.0,22500.0,30.0,In-store
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Apparel,55.0,250.0,137500.0,55000.0,40.0,In-store
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Men's Street Footwear,55.0,425.0,233750.0,81813.0,35.0,In-store
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.0,250.0,125000.0,43750.0,35.0,In-store
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Street Footwear,50.0,150.0,75000.0,30000.0,40.0,In-store
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,125.0,62500.0,25000.0,40.0,In-store
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Men's Apparel,60.0,125.0,75000.0,22500.0,30.0,In-store
Sports Direct,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Apparel,65.0,250.0,162500.0,65000.0,40.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Street Footwear,60.0,400.0,240000.0,84000.0,35.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.0,275.0,137500.0,48125.0,35.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Street Footwear,50.0,270.0,135000.0,54000.0,40.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,250.0,125000.0,50000.0,40.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Apparel,60.0,225.0,135000.0,40500.0,30.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Apparel,65.0,325.0,211250.0,84500.0,40.0,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Street Footwear,60.0,550.0,330000.0,115500.0,35.0,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,50.0,350.0,175000.0,61250.0,35.0,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Street Footwear,50.0,325.0,162500.0,65000.0,40.0,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,275.0,137500.0,55000.0,40.0,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Apparel,60.0,275.0,165000.0,49500.0,30.0,In-store
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Apparel,65.0,375.0,243750.0,97500.0,40.0,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Street Footwear,40.0,500.0,200000.0,80000.0,40.0,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.0,300.0,120000.0,48000.0,40.0,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Street Footwear,30.0,300.0,90000.0,27000.0,30.0,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,35.0,150.0,52500.0,15750.0,30.0,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Apparel,50.0,200.0,100000.0,30000.0,30.0,In-store
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Apparel,40.0,300.0,120000.0,42000.0,35.0,In-store
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Men's Street Footwear,40.0,550.0,220000.0,88000.0,40.0,In-store
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.0,200.0,80000.0,32000.0,40.0,In-store
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Women's Street Footwear,30.0,250.0,75000.0,22500.0,30.0,In-store
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.0,125.0,43750.0,13125.0,30.0,In-store
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Men's Apparel,50.0,200.0,100000.0,30000.0,30.0,In-store
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Apparel,40.0,300.0,120000.0,42000.0,35.0,In-store
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Street Footwear,40.0,520.0,208000.0,83200.0,40.0,In-store
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40.0,225.0,90000.0,36000.0,40.0,In-store
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Street Footwear,30.0,250.0,75000.0,22500.0,30.0,In-store
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.0,100.0,35000.0,10500.0,30.0,In-store
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Apparel,50.0,150.0,75000.0,22500.0,30.0,In-store
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Apparel,40.0,250.0,100000.0,35000.0,35.0,In-store
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Street Footwear,40.0,500.0,200000.0,80000.0,40.0,In-store
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40.0,200.0,80000.0,32000.0,40.0,In-store
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Street Footwear,30.0,200.0,60000.0,18000.0,30.0,In-store
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.0,125.0,43750.0,13125.0,30.0,In-store
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Apparel,50.0,125.0,62500.0,18750.0,30.0,In-store
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Apparel,40.0,275.0,110000.0,38500.0,35.0,In-store
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Street Footwear,55.0,545.0,299750.0,119900.0,40.0,In-store
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,250.0,125000.0,50000.0,40.0,In-store
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,275.0,123750.0,37125.0,30.0,In-store
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,225.0,101250.0,30375.0,30.0,In-store
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Apparel,55.0,250.0,137500.0,41250.0,30.0,In-store
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Apparel,60.0,375.0,225000.0,78750.0,35.0,In-store
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Street Footwear,55.0,625.0,343750.0,137500.0,40.0,In-store
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,375.0,187500.0,75000.0,40.0,In-store
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,300.0,135000.0,40500.0,30.0,In-store
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,275.0,123750.0,37125.0,30.0,In-store
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Apparel,55.0,275.0,151250.0,45375.0,30.0,In-store
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Apparel,60.0,425.0,255000.0,89250.0,35.0,In-store
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Men's Street Footwear,55.0,650.0,357500.0,143000.0,40.0,In-store
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,400.0,200000.0,80000.0,40.0,In-store
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,325.0,146250.0,43875.0,30.0,In-store
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,275.0,123750.0,37125.0,30.0,In-store
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Men's Apparel,55.0,300.0,165000.0,49500.0,30.0,In-store
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Apparel,60.0,475.0,285000.0,99750.0,35.0,In-store
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Men's Street Footwear,55.0,625.0,343750.0,137500.0,40.0,In-store
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,400.0,200000.0,80000.0,40.0,In-store
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,325.0,146250.0,43875.0,30.0,In-store
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,225.0,101250.0,30375.0,30.0,In-store
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Men's Apparel,55.0,200.0,110000.0,33000.0,30.0,In-store
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Apparel,60.0,375.0,225000.0,78750.0,35.0,In-store
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Street Footwear,55.0,500.0,275000.0,110000.0,40.0,In-store
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.0,300.0,150000.0,60000.0,40.0,In-store
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,200.0,90000.0,27000.0,30.0,In-store
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,175.0,78750.0,23625.0,30.0,In-store
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Apparel,55.0,175.0,96250.0,28875.0,30.0,In-store
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Apparel,60.0,275.0,165000.0,57750.0,35.0,In-store
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Street Footwear,60.0,450.0,270000.0,108000.0,40.0,In-store
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55.0,275.0,151250.0,60500.0,40.0,In-store
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Street Footwear,55.0,175.0,96250.0,28875.0,30.0,In-store
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55.0,150.0,82500.0,24750.0,30.0,In-store
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Apparel,65.0,150.0,97500.0,29250.0,30.0,In-store
Foot Locker,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Apparel,70.0,275.0,192500.0,67375.0,35.0,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Street Footwear,65.0,425.0,276250.0,110500.0,40.0,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55.0,300.0,165000.0,66000.0,40.0,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Street Footwear,55.0,295.0,162250.0,48675.0,30.0,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55.0,275.0,151250.0,45375.0,30.0,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Apparel,65.0,250.0,162500.0,48750.0,30.0,In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Apparel,70.0,350.0,245000.0,85750.0,35.0,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men's Street Footwear,65.0,575.0,373750.0,149500.0,40.0,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55.0,375.0,206250.0,82500.0,40.0,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women's Street Footwear,55.0,350.0,192500.0,57750.0,30.0,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55.0,300.0,165000.0,49500.0,30.0,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men's Apparel,65.0,300.0,195000.0,58500.0,30.0,In-store
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women's Apparel,70.0,400.0,280000.0,98000.0,35.0,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Street Footwear,35.0,425.0,148750.0,52063.0,35.0,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35.0,225.0,78750.0,27563.0,35.0,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Street Footwear,25.0,225.0,56250.0,22500.0,40.0,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30.0,75.0,22500.0,9000.0,40.0,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Apparel,45.0,125.0,56250.0,16875.0,30.0,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Apparel,35.0,225.0,78750.0,31500.0,40.0,In-store
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men's Street Footwear,35.0,475.0,166250.0,58188.0,35.0,In-store
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35.0,125.0,43750.0,15313.0,35.0,In-store
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Women's Street Footwear,25.0,175.0,43750.0,17500.0,40.0,In-store
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,50.0,15000.0,6000.0,40.0,In-store
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Men's Apparel,45.0,125.0,56250.0,16875.0,30.0,In-store
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Apparel,35.0,225.0,78750.0,31500.0,40.0,In-store
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Street Footwear,35.0,445.0,155750.0,54513.0,35.0,In-store
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35.0,150.0,52500.0,18375.0,35.0,In-store
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Street Footwear,25.0,175.0,43750.0,17500.0,40.0,In-store
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,25.0,7500.0,3000.0,40.0,In-store
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Apparel,45.0,75.0,33750.0,10125.0,30.0,In-store
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Apparel,35.0,175.0,61250.0,24500.0,40.0,In-store
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Street Footwear,35.0,425.0,148750.0,52063.0,35.0,In-store
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35.0,125.0,43750.0,15313.0,35.0,In-store
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Street Footwear,25.0,125.0,31250.0,12500.0,40.0,In-store
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,50.0,15000.0,6000.0,40.0,In-store
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Apparel,45.0,50.0,22500.0,6750.0,30.0,In-store
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Apparel,35.0,200.0,70000.0,28000.0,40.0,In-store
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,470.0,235000.0,82250.0,35.0,In-store
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,175.0,78750.0,27563.0,35.0,In-store
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,200.0,80000.0,32000.0,40.0,In-store
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,150.0,60000.0,24000.0,40.0,In-store
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Apparel,50.0,175.0,87500.0,26250.0,30.0,In-store
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Apparel,55.0,300.0,165000.0,66000.0,40.0,In-store
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,550.0,275000.0,96250.0,35.0,In-store
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,300.0,135000.0,47250.0,35.0,In-store
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,225.0,90000.0,36000.0,40.0,In-store
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,200.0,80000.0,32000.0,40.0,In-store
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Apparel,50.0,200.0,100000.0,30000.0,30.0,In-store
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Apparel,55.0,350.0,192500.0,77000.0,40.0,In-store
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,575.0,287500.0,100625.0,35.0,In-store
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,325.0,146250.0,51188.0,35.0,In-store
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,250.0,100000.0,40000.0,40.0,In-store
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,200.0,80000.0,32000.0,40.0,In-store
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Apparel,50.0,225.0,112500.0,33750.0,30.0,In-store
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Apparel,55.0,400.0,220000.0,88000.0,40.0,In-store
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,550.0,275000.0,96250.0,35.0,In-store
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,325.0,146250.0,51188.0,35.0,In-store
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,250.0,100000.0,40000.0,40.0,In-store
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,150.0,60000.0,24000.0,40.0,In-store
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Apparel,50.0,125.0,62500.0,18750.0,30.0,In-store
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Apparel,55.0,300.0,165000.0,66000.0,40.0,In-store
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,425.0,212500.0,74375.0,35.0,In-store
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,225.0,101250.0,35438.0,35.0,In-store
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,125.0,50000.0,20000.0,40.0,In-store
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,100.0,40000.0,16000.0,40.0,In-store
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Apparel,50.0,100.0,50000.0,15000.0,30.0,In-store
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Apparel,55.0,200.0,110000.0,44000.0,40.0,In-store
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Street Footwear,55.0,375.0,206250.0,72188.0,35.0,In-store
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,200.0,100000.0,35000.0,35.0,In-store
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Street Footwear,50.0,100.0,50000.0,20000.0,40.0,In-store
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50.0,75.0,37500.0,15000.0,40.0,In-store
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Apparel,60.0,75.0,45000.0,13500.0,30.0,In-store
Sports Direct,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Apparel,65.0,200.0,130000.0,52000.0,40.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Street Footwear,60.0,350.0,210000.0,73500.0,35.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,225.0,112500.0,39375.0,35.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Street Footwear,50.0,220.0,110000.0,44000.0,40.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50.0,200.0,100000.0,40000.0,40.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Apparel,60.0,175.0,105000.0,31500.0,30.0,In-store
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Apparel,65.0,275.0,178750.0,71500.0,40.0,In-store
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Street Footwear,60.0,500.0,300000.0,105000.0,35.0,In-store
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,300.0,150000.0,52500.0,35.0,In-store
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Street Footwear,50.0,275.0,137500.0,55000.0,40.0,In-store
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50.0,225.0,112500.0,45000.0,40.0,In-store
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Apparel,60.0,225.0,135000.0,40500.0,30.0,In-store
